"","Spec_int","B11","Na23","Mg26","Al27","P31","S34","K39","Ca44","Fe54","Mn55","Co59","Ni60","Cu63","Zn66","As75","Rb85","Sr88","Mo98"
"165","rupestris","1.178522","0.48623863","-0.8131444","-0.23996812","0.8726949","0.6319207","1.546491","-1.0362442","-0.08146641","0.32203305","-0.4793158","-0.55146897","0.56171185","0.82603806","-0.12825033","0.49515453","-0.8788259","-0.25306165"
"166","rupestris","0.3974729","0.114684","-1.401544","-0.16910106","0.5338999","0.06392888","1.6529249","-1.9458568","0.26954603","1.0976208","0.44977865","-0.39951026","0.6761349","0.57133836","-0.02208126","-0.08002762","-2.089435","0.6521508"
"167","rupestris","0.4765463","-0.2494835","-1.0850395","-0.23971358","0.9650689","0.89235914","0.49547195","-1.0740697","-0.16046913","0.5810589","-0.18351494","-0.3862744","1.8503048","-0.07438233","-0.0447716735497569","-0.8835737","-0.53500605","0.62371945"
"168","rupestris","1.4015472","0.16746654","-0.24106357","0.0364503689000066","1.1905524","0.42391846","1.5766219","-1.5787624","0.7414875","0.32782403","-0.0532839","0.27046776","1.4057243","0.76759523","0.146693083963427","3.0129964","2.3283362","-0.15883699"
"169","rupestris","1.2563754","1.0969247","0.29662463","-0.2543498","1.320613","0.55171156","1.6000763","-1.2118521","0.41189376","0.35476884","-0.62738216","-0.42716074","1.051788","0.13226709","-0.45302868","0.345625","1.4561131","-0.07520353"
"170","rupestris","0.6858815","0.11710091","-1.3403225","-0.087700896","1.5395216","0.037212826","1.0147923","-1.5554208","0.29617533","0.65295595","-0.10010557","-0.41335842","1.4003855","0.84965515","-0.50693005","0.1187585","-1.4969727","0.4312559"
"171","rupestris","1.424136","0.08618122","0.09698113","-0.15323476","1.8922303","0.50663835","1.9027667","-1.0443056","1.9971325","0.38594267","-0.738755","-0.29273564","0.7315973","0.6823085","-0.79795325","-0.9577609","-0.6623227","0.37409693"
"172","rupestris","0.7069191","0.31076908","-1.0992088","-0.27142125","0.5968439","-0.30486217","0.38086858","-0.89743114","0.2702164","0.29060537","-0.58424604","-0.30942333","0.6545299","0.15009625","0.45986325","-0.87120354","-0.3723699","0.094755694"
"173","rupestris","0.7748165","-0.33619538","-1.0999486","-0.2896819","0.32035458","0.7385003","0.7286516","-1.181056","0.047367007","0.7506394","-0.1418669","-0.4392808","0.87799037","0.08592056","-0.71456987","-0.95113236","-0.7119105","0.08426602"
"174","rupestris","0.50933164","-0.094522595","0.12423879","-0.11309775","1.1651115","0.20229149","0.1483329","-0.6759186","0.3959446","0.84326905","-0.06660424","-0.4267549","0.3080337","0.65070736","0.8802128","-0.71258926","0.020243978","0.38626805"
"175","rupestris","1.4826965","-0.40833688","-1.0557514","-0.26246306","-0.044536177","0.017659556","-0.94527817","-1.0754858","-0.33985686","0.34878555","-0.57106704","-0.47042748","0.057328634","-0.2937442","-0.3277733","-0.5806054","-0.78917694","0.25429046"
"176","rupestris","0.37285063","-0.34612274","0.45519075","-0.05757897","1.0461079","0.7395139","-0.03281662","0.089085415","0.82000184","0.9332196","-0.37184414","-0.46618614","0.90348804","0.4914296","-0.6952977","-1.1521238","1.196968","0.23890297"
"177","rupestris","1.2954736","0.55160266","-0.43446252","-0.10451181","0.14146307","0.34341913","-0.22105494","-0.3761","-0.1723745","1.1267974","-0.115212895","-0.39894882","0.41977602","0.9198989","-0.3346782","-0.6193983","0.39890802","-0.16765243"
"178","rupestris","2.2699535","0.9615122","-0.35114333","-0.11890797","-0.65547246","0.6031516","-0.09881377","-0.3628008","0.4914147","0.739855","-0.42580074","-0.30912727","0.016148325","0.43050104","-0.14358334","-0.4308394","0.8137074","1.1526115"
"179","rupestris","0.8144805","-0.118274406","-0.6104136","-0.26708138","0.20891294","0.44141814","0.29263124","0.13522217","0.35060313","0.65341717","-0.26308936","-0.36556104","0.3964166","0.7968506","0.051746324","-1.2869824","0.8720126","-0.4491134"
"180","rupestris","2.0994341","0.291736","-0.21545349","-0.1279907","0.14238511","-0.16754434","0.13377945","-1.1557786","0.06984586","0.6354536","-0.62164485","-0.46650106","0.49251828","0.34155613","-0.06543396","-1.162835","-1.0646584","-0.05456394"
"181","rupestris","0.81841224","-0.19884416","-0.3279042","-0.24858645","0.4684715","0.32887068","0.3790754","-0.92140496","0.017401787","1.0417578","-0.16826302","-0.20496693","-0.08257748","0.6286822","-0.3840882","-0.8133567","-0.19354312","0.14309473"
"182","rupestris","1.0507092","-0.10398312","-0.3902889","-0.15514375","0.12789442","0.9715975","-0.1938131","-0.6993376","-0.031081555","0.1302803","-0.5794671","-0.28680697","0.81259","0.116300166","-0.2355118","-0.7071456","-0.017959753","0.35583678"
"183","rupestris","0.774207","0.4358734","0.23166525","-0.011086968","0.8067451","0.41871357","-0.95267797","-0.12837474","0.19891632","0.74210197","-0.41677797","-0.5906253","0.24158667","0.3848372","-0.3114753","-1.1620035","0.6771785","0.14463541"
"184","rupestris","0.7459666","-0.09451503","-1.2523624","-0.08254911","0.30340928","0.5854375","0.36718667","-1.1390407","-0.14835574","0.61046404","-0.5016809","-0.42224196","1.3381699","0.23785041","-0.2709614","-0.695499","-0.24959141","-0.04020159"
"185","rupestris","0.4341262","0.38982353","-0.5664424","-0.13816795","0.53716147","1.486699","0.15133902","-1.1687646","0.48162922","0.48206216","-0.10654425","-0.5679814","0.47574237","0.097265616","-0.5742139","-0.42755675","-0.6920933","-0.24256481"
"186","rupestris","-0.10285476","-0.36854607","-0.99374056","-0.2744839","1.5431354","1.0069882","1.210397","-0.9131123","1.3282226","-0.07108174","-0.99353915","-0.24119194","1.1630698","0.43602484","-0.28338024","-0.391393","-0.65166783","-0.1257581"
"187","rupestris","1.2721556","0.24338001","1.5837497","-0.09528281","1.9377383","0.8386361","1.8607954","-0.76432174","0.30601025","0.06312878","-1.0804698","-0.6202092","0.84830076","0.32911918","0.06937095","-0.70437646","-0.18588737","0.6207635"
"188","rupestris","0.23598932","0.15515848","0.6262824","0.18963239","1.3992915","0.64176977","0.98900235","-0.86604095","0.5815504","1.7294146","0.81900233","0.07078582","2.3067682","1.7410176","-0.082007594","0.29203555","-0.8649401","-0.6100916"
"189","rupestris","2.2970698","0.96713483","-0.41585207","-0.07065991","0.471539","0.6212865","0.3536862","-0.8577852","0.109408684","0.5041253","-0.46248353","-0.28191173","1.1609957","0.27361494","0.57241774","-0.8378908","-0.6396158","-0.15100506"
"190","vulpina","0.7245418","-0.24038701","-0.3635396","0.14118983","1.4539366","0.5035352","0.9008507","-0.59162265","0.28168845","0.32215515","-0.6361656","-0.4168342","-0.08554475","1.4970675","0.74938315","0.030368462","-0.15984353","3.1985114"
"191","vulpina","1.4279602","0.08317481","-0.99352264","-0.010710764","0.77080107","0.109341554","0.26192194","-0.71702445","0.46798676","1.0726568","0.24858053","-0.43008715","0.58222187","0.86137205","0.053917266","-0.5331171","-0.65209854","-0.47002575"
"192","vulpina","1.31163","0.7081438","-0.29835212","0.02820811","0.29519138","0.41002154","0.7044564","-1.394902","1.0109248","1.4423788","0.9874965","-0.13538924","0.8309311","1.2277404","0.5138193","-0.37939647","-1.3764325","-0.61951435"
"193","vulpina","1.631844","0.8971236","-0.32434016","0.016692366","1.9525425","1.3813965","1.382915","-0.7954505","1.4679632","0.84252375","-0.1138651","-0.15926178","1.810625","1.1707617","1.6967891","-0.536833","-0.6785874","1.2439437"
"194","vulpina","0.8023749","-0.4057938","-1.5722746","-0.22329709","0.4657434","-0.3949062","-0.1329756","-1.1685095","0.006215089","0.12204122","0.18418592","0.8391618","0.5070514","-0.38773048","-0.16332084","-1.2459295","-0.87558675","-0.4341933"
"195","vulpina","0.26472086","0.25254583","-1.1510103","-0.19924533","1.2329646","0.80031073","-0.13465165","-0.003956688","-0.022254756","1.6284106","0.17001988","-0.5170353","0.8964701","0.8753928","0.20017037","-1.0279266","1.1067324","0.5909745"
"196","vulpina","1.2928411","0.504698","-1.6809078","0.16222356","0.34592542","-0.0093043735","0.8260869","-1.6145794","0.23364802","1.3374902","0.8488585","-0.35854268","0.43078762","0.5005447","0.095150165","-0.94458693","-1.7350656","1.4339991"
"197","vulpina","0.32006174","0.3203128","-1.0476761","0.08140163","0.05124661","1.0835806","0.64610004","-0.77330816","0.3896148","1.4225535","0.5409834","-0.19178456","-0.16095762","1.6070946","-0.03917922","-1.1445233","-0.14927463","-0.61310863"
"198","vulpina","1.427887","0.44179374","-1.5745165","0.009463288","0.24075547","-0.08305219","0.8266228","-1.7167302","0.3097473","0.7321656","-0.093983166","-0.087116756","0.83942056","0.46858388","-0.26024652","-0.9354885","-1.8312676","0.9709695"
"199","vulpina","2.0223122","1.6451948","0.4457437","0.24375603","-0.10300663","0.76434886","0.1750611","0.094084114","1.236489","2.0486486","0.95614004","-0.11381936","0.24540222","2.5371535","0.6658124","-1.1019914","1.5569501","-0.3368122"
"200","vulpina","0.5789397","-0.16200025","-0.88608354","0.11972048","1.1501864","-0.18619698","0.2975793","-1.34324","1.5774543","0.5446469","-0.12494367","-0.47719082","1.447719","0.5362007","-0.017269796","-0.90041727","-1.125754","-0.54769874"
"201","riprup","-0.84833187","-0.7112662","-0.6019671","-0.35736853","-1.1645305","-0.9830428","-1.1508533","0.3524813","-0.75372916","-0.7469815","0.8345509","0.18219459","-0.72601366","-0.66191703","-0.4128782","-0.5241733","-0.9019881","-0.5808226"
"202","riprup","-0.97619224","-0.7348462","-1.0265319","-0.21699342","-0.8224645","-0.4137676","-0.8837606","-0.11620618","-0.42121577","-0.75820994","2.2901697","-0.040366847","-0.7040462","-0.9582761","-0.32229128","-0.10889382","-0.9982689","-0.43208453"
"203","riprup","-0.96898395","-0.6411624","-1.0632422","-0.060264237","-0.77719885","-1.1278703","-0.65755135","0.059553843","-0.2678558","-0.84892863","1.0780758","-0.16560674","-0.6946367","-0.6065351","-0.30406168","0.03456779","-0.54814357","-0.37944025"
"204","riprup","-0.80440044","-0.60865515","0.22809845","0.042264823","-0.7740491","-1.0610718","-0.76489866","1.4916298","-0.22213241","-0.8114071","1.0249726","-0.024411237","-0.66285557","-0.76886815","-0.4134143","-0.34737077","0.7726048","-0.37318182"
"205","riprup","-1.021935","-0.6242463","2.1185539","1.4495578","-0.99261683","-1.0543758","-0.7424942","0.3676327","1.2520283","-0.75207376","3.3801615","1.8098559","-0.67275083","-0.79603165","0.39659613","0.0688163","0.47944936","-0.30169004"
"206","riprup","-0.9655318","-0.72410244","-0.3687814","-0.19644634","-1.0515327","-0.90584916","-1.0957263","0.628457","-0.6167872","-0.6708043","1.5198328","0.012479806","-0.70647335","-0.9065104","-0.43276992","-0.6198237","-0.5039379","-0.4508291"
"207","riprup","-0.9032496","-0.553643","1.9981735","0.16239811","-0.983497","-0.7329041","-1.4644533","1.4941669","-0.12524453","-0.5861895","2.8401425","0.35268074","-0.71389025","-0.79716116","-0.0777119","-0.77225417","1.0138761","-0.47836545"
"208","riprup","-1.0604914","-0.6662094","0.10462975","-0.095446214","-0.9337768","-0.65586406","-1.0595477","0.5604405","-0.698588","-0.73845166","0.3479593","-0.06702898","-0.68211734","-0.84939784","-0.36649913","-0.28111082","-0.2900148","-0.49779528"
"209","riprup","-0.99028087","-0.5598319","0.53108084","0.563719002955657","-0.7158514","-1.5814071","-0.6106588","0.75167376","7.06204","-0.76444834","7.083862","1.7473788","-0.6266906","-0.4752139","0.696242756145232","0.08161195","0.06352075","0.364527"
"210","riprup","-0.68525296","-0.663916","0.65918595","-0.43257463","-0.40134957","0.328411","-0.6110732","0.9539115","-0.7155366","-0.8672675","-0.58471686","-0.33534","-0.5997819","-0.7834393","0.049342617","-0.2123126","0.6633644","-0.42615467"
"211","riprup","-0.91330683","-0.7590696","0.7011145","0.11667229","-0.73997927","-0.8102101","-1.078863","1.4888197","-0.262603","-0.7350892","0.06677622","0.00727782","-0.67461944","-0.84732693","-0.23526733","-0.42467475","0.3624213","-0.31013083"
"212","riprup","-0.9885502","-0.616034","0.012879888","-0.074651636","-1.0505205","-0.5167787","-1.0661273","0.83782804","-0.18712944","-0.5962261","2.0578775","0.24875447","-0.71193963","-0.83621323","-0.50664747","-0.22912532","-0.4746408","-0.49264845"
"213","riprup","-0.856251","-0.7254395","0.75639594","-0.26470712","-1.20762","-1.2656039","-1.2844385","1.1159916","-0.7033848","-0.6587618","-0.20269738","-0.17806214","-0.70372474","-0.86742103","-0.48696005","-0.4592373","-0.02433476","-0.51210463"
"214","riprup","-0.79354864","-0.6788589","0.30652606","0.7792537","-1.0884994","-0.92586184","-0.9996602","2.0565531","0.8039878","-0.21719779","1.8965034","0.19626027","-0.71622723","-0.7016366","0.07380288","-0.38063353","0.8826082","-0.32360598"
"215","riprup","-0.66589266","-0.7106311","1.7953613","-0.15028365","-0.8899614","-0.31959775","-1.0908654","2.317605","-0.513998","-0.63531756","0.6531451","-0.016212631","-0.6838405","-0.8868908","-0.34936625","-0.5011915","1.5575777","-0.37263098"
"216","riprup","-0.99248576","-0.72364694","0.10048166","0.03400882","-1.0385351","-0.5851062","-0.88934684","0.8015519","-0.2729795","-0.34090644","1.2898684","0.4458775","-0.69961125","-0.7119951","-0.24647862","0.5880616","-0.25056502","-0.5231979"
"217","riprup","-0.6032882","-0.6988252","1.0272086","-0.269171","-0.9060198","-1.1095513","-1.2008173","1.5435045","-0.58237875","-0.7877113","0.09939288","-0.121583566","-0.6774952","-0.91229486","-0.4460476","-0.15507331","0.82956517","-0.3578334"
"218","riprup","-0.5443792","-0.64206296","0.36817905","-0.1025044","-0.8219862","-0.44618225","-0.9117224","2.0482826","-0.35177666","-0.8190809","-0.34251052","-0.07263482","-0.6652826","-0.8751531","-0.26337308","0.086173564","1.233998","-0.3971783"
"219","riprup","-0.96717477","-0.7590716","-0.6513449","0.69643766","-1.2192686","-0.39873877","-0.72766525","-0.102265425","0.5275158","-0.8453672","0.29206088","0.32389507","-0.73284394","-1.0010258","0.061689533","-0.024008408","-0.43373418","-0.48124805"
"220","riprup","-0.7507054","-0.56629944","0.62510234","-0.0226153","-0.57716495","-0.65115845","-0.8739268","0.88403714","-0.4447222","-0.9105204","-0.44787678","-0.13616778","-0.65073776","-0.884982","-0.3330341","-0.036143523","0.44456896","-0.21365312"
"221","riprup","-0.8156884","-0.69415873","0.05137828","-0.006012681","-0.93836474","-0.68412054","-0.99075186","0.9415956","-0.43967807","-0.78296393","-0.3274442","-0.090392195","-0.69386035","-0.84946525","-0.32218188","-0.36216193","0.3897794","-0.14281999"
"222","riprup","-0.6826754","-0.64350647","1.0095384","0.5938936","-0.44174215","-0.840134","-0.7743856","2.096158","0.6390379","-0.80702263","1.337006","0.1841347","-0.69063634","-0.622021","0.57761925","-0.47891834","1.5786026","-0.2199067"
"223","riprup","-0.8640361","-0.61974967","-0.89151585","0.4330285","-0.92075634","-1.0523924","-1.0086386","1.3614719","0.03061138","-0.3902808","1.2298406","0.12927906","-0.7128972","-0.52488226","0.5311919","-0.6590249","0.44411302","-0.41835517"
"224","riprup","-0.7602645","-0.73540175","0.05033945","0.42720285","-0.9289306","-0.22875853","-1.0345154","2.186186","0.38465524","-0.5365017","0.29373592","0.12892273","-0.69823563","-0.81051123","0.9224652","-0.40705827","0.99785626","-0.43277356"
"225","riprup","-0.7747458","-0.71877784","-0.46575776","-0.19632684","-0.7343262","-0.159547","-0.98721164","1.2639443","-0.2799743","-0.829927","-0.50587577","-0.21815068","-0.6501917","-0.93478096","-0.060316168","-0.78267425","0.38455877","-0.29089966"
"226","riprup","-0.6478393","-0.6103303","0.68100655","-0.1970588","0.054252572","-0.09541844","-0.2306618","1.2700559","-0.52130157","-0.83148044","-0.21581346","-0.332495","-0.6562042","-0.83186275","0.0029083677","-0.22358955","1.0863653","-0.014655487"
"227","riprup","-0.97486824","-0.75295776","-0.39905658","-0.41911757","-1.0124243","-0.98965526","-1.13398","0.7662513","-0.8264662","-0.75274026","-0.67863494","-0.3413615","-0.7073171","-0.9622432","-0.5478732","-0.84878325","-0.011656347","-0.3363637"
"228","riprup","-0.88587046","-0.61809665","0.016164072","0.19400501","-0.37061235","-0.807197","-0.59094656","1.1021416","-0.18515107","-0.59641623","0.82636577","-0.12582159","-0.6488009","-0.75109226","-0.15766297","-0.58666164","0.5023009","-0.23564853"
"229","riprup","-0.9042899","-0.73811185","-0.19777682","-0.027293544","-0.979679","-1.0120608","-1.1687818","0.8466317","-0.5061241","-0.6435612","-0.4768341","-0.058214054","-0.7333987","-0.93721926","-0.2975881","-0.8874581","-0.3247435","-0.36500892"
"230","riprup","-0.9071722","-0.6790921","0.31373578","0.6451927","-0.78578156","-0.7719139","-1.0016456","1.0194265","0.8215432","-0.7171704","1.0519388","0.013385413","-0.7013262","-0.8490664","0.1479539","-0.42834944","0.61831015","-0.25056067"
"231","riprup","-0.9030163","-0.5532133","1.6915177","1.0293138","-0.55808294","-0.59092605","-0.8019877","2.40727","0.9723427","-0.6378902","1.336651","0.26779523","-0.6474581","-0.70376456","0.36715278","-0.10924596","1.2870228","-0.26733646"
"232","riprup","-0.7313428","-0.54780495","1.3224218","0.122401446","-0.48605877","-0.6941001","-0.7215171","1.9493695","-0.16608298","-0.8480899","1.9950541","0.18154281","-0.67342836","0.023418242","0.32456556","-0.0038538724","1.6355977","-0.29411563"
"233","riprup","-0.7990583","-0.5574674","0.5400718","-0.20664714","-0.99016476","-1.0557916","-0.9061609","0.45533568","-0.6749756","-0.8390409","-0.41204482","-0.21267872","-0.66694397","-0.82995045","-0.44907874","-0.359214","0.122756146","-0.4391493"
"234","riprup","-0.80409867","-0.5732455","0.55122006","-0.033155806","-1.00771","-0.97908074","-1.1068501","0.94111806","-0.5079231","-0.7821765","0.15516809","-0.012985217","-0.7088378","-0.56013924","-0.37565356","-0.74721235","0.34218407","-0.33604795"
"235","riprup","-1.0185809","-0.73697144","0.70280135","0.7032833","-0.86086076","-0.70182246","-0.9988205","0.82931507","1.1062406","-0.50464016","2.2462902","0.29849693","-0.68511355","-0.7485337","0.71800613","-0.62583405","0.45643184","-0.34739968"
"236","riprup","-0.8607628","-0.5569659","-0.21655989","0.62190795","-0.99600154","-0.8824632","-1.0708525","0.7679583","0.3005629","-0.75311875","0.46865323","0.31482163","-0.7058429","-0.871485","-0.09345075","-0.5629545","-0.08104396","-0.33720684"
"237","riprup","-1.0264935","-0.67116606","0.49794123","1.7766675","-0.8404173","-1.1727196","-0.71410763","0.3184316","1.6445258","-0.57789993","2.472731","0.29129106","-0.70083916","-0.82324183","0.7078299","0.11488776","-0.2509349","-0.17626774"
"238","riprup","-0.93414414","-0.2535787","-0.69695836","-0.4813197","-0.6956094","-1.0524117","-0.4584768","-0.92858905","-0.94219846","-0.9565664","-0.4750696","-0.2191639","-0.62662995","-0.9267203","-0.6649217","1.7267112","-1.3957928","-0.21226491"
"239","riprup","-0.81231743","-0.61444986","-0.18784465","-0.42637962","-0.6341087","0.113730595","-0.13176142","-0.3101161","-0.7950348","-0.91018814","-1.0623115","-0.36159065","-0.6239706","-0.8605167","-0.58837473","1.6630386","-1.0912241","-0.19986248"
"240","riprup","-0.84694934","-0.6565647","-0.78131086","-0.18506593","-0.9940016","-0.9627839","-1.0000141","0.81161433","-0.50558805","-0.75052816","-0.30266985","0.03271447","-0.6432395","-0.84218186","-0.37959746","-0.061638724","-0.31720567","-0.43112552"
"241","riprup","-0.835537","-0.56322837","0.49580103","-0.35420495","-0.6871977","-0.5275948","-0.8795593","0.8160619","-0.8320997","-0.73111385","-0.19666804","-0.23057869","-0.7073739","-0.7765172","-0.42497873","0.68306124","0.17403087","-0.42222527"
"242","riprup","-0.5761465","-0.72217935","1.6796951","0.23933871","-0.53617996","0.2548132","-0.5821708","1.9022474","-0.086371794","-0.52420354","0.3924715","0.5017417","-0.566422","-0.56293577","0.1886414","-0.14080265","2.0749404","-0.2550532"
"243","riprup","-0.64978313","-0.6435126","1.5806475","-0.31112838","-0.6825025","-0.27880862","-0.4361026","1.1347884","-0.547432","-0.54462576","0.056695465","-0.08547201","-0.67019165","-0.73658717","-0.29632983","0.73257935","0.7714675","-0.36690107"
"244","riprup","-0.63162404","-0.56325483","1.2528348","-0.4419457","-0.9046213","-0.9072449","-0.9125751","0.25874922","-1.0044324","-0.9329901","-0.72592705","-0.30853188","-0.7080415","-0.9654018","-0.27385494","0.8539427","-0.24750891","-0.34305403"
"245","riprup","-0.85797536","-0.6700649","0.5527783","-0.39851636","-0.6790479","-0.905488","-0.8624837","0.5072519","-0.92217135","-0.9047412","-0.8143235","-0.4018231","-0.6607606","-0.8913934","-0.2858225","0.07664349","-0.1739343","0.1473782"
"246","riprup","-0.70462626","-0.5739269","0.42839196","-0.35631785","-0.71724695","-0.23061414","-0.77127343","1.0998586","-0.70320183","-0.8734325","-0.66192704","-0.23714815","-0.63957566","-0.9288853","0.13448693","0.07756545","0.4487387","-0.34766555"
"247","riprup","-0.843714","-0.55579525","-0.4865746","-0.31032392","-0.6537666","-1.0899057","-0.07344727","-0.49975315","-0.9543537","-0.9417878","-0.78691036","-0.32877845","-0.6242572","-0.75733","-0.6359456","1.0895147","-1.0247983","-0.22352098"
"248","riprup","-0.92335147","-0.6731202","-0.052362174","-0.43079647","-0.8105724","-0.51499003","-0.18095182","-0.8156268","-1.0591561","-0.9360118","0.2370161","-0.2048894","-0.6136111","-0.9494508","-0.56083286","1.5116464","-0.95182997","-0.4132334"
"249","riprup","-0.658499","-0.5799098","1.8180758","0.06566132","-0.7131913","-0.91851395","-0.9170354","1.7756552","-0.4395917","-0.85923713","0.050104555","0.018392479","-0.6782694","-0.86937517","-0.2671044","0.2516351","1.3727553","-0.25617003"
"250","riprup","-0.7214568","-0.47070545","1.05121","-0.14513913","-0.6492097","-0.94499207","-0.7257591","1.4014174","-0.735551","-0.75422966","1.0927033","-0.008211469","-0.68981427","-0.038662273","-0.20270965","0.09399144","1.1409526","-0.37731218"
"251","riprup","-0.98922914","-0.6990914","-0.2003358","0.3270044","-1.0644642","-0.554799","-0.757305","0.040406726","-0.1409466","-0.8010316","-0.08641903","0.00685233","-0.6886628","-0.93061864","-0.17152387","0.6934768","-0.9304564","-0.38233435"
"252","riprup","-0.89084816","-0.64927596","-0.32315972","-0.3535381","-0.6913769","-0.5857537","-0.6242516","0.27111143","-0.82946986","-0.8467082","-0.29562852","-0.33789212","-0.6892393","-0.6296007","-0.5848437","0.26230228","-0.44426775","-0.14999312"
"253","riprup","-0.9783331","-0.7162559","1.6870114","-0.111238964","-0.90825033","-0.7845393","-1.3273664","2.120133","-0.58324146","-0.7569746","0.035626262","-0.20795892","-0.7067812","-0.8390347","-0.35777107","-0.29346377","1.332335","-0.2671641"
"254","riprup","-0.8714449","-0.60692084","1.036469","-0.10894012","-0.88046014","-0.7971925","-0.95823604","0.9362059","-0.4972055","-0.8962189","-0.21453457","-0.105809115","-0.70628077","-0.70730627","-0.3040408","-0.3434553","0.041433085","-0.30182877"
"255","riprup","-0.70734435","-0.6281438","1.4477437","-0.3907672","-0.82099247","-0.030823808","-0.9450863","1.6045752","-0.8496208","-0.84699035","-0.29657778","-0.40986323","-0.66483134","-0.9306292","-0.5200037","-0.12402153","1.0038534","-0.5146586"
"256","riprup","-0.8881496","-0.58262134","0.012914841","-0.14247519","-0.8426414","-0.0057988754","-0.95667166","1.3809131","-0.5172082","-0.53756595","0.51219743","-0.105688564","-0.711558","-0.2764739","-0.23256278","-0.48812383","0.39208","-0.3590463"
"257","riprup","-0.86155903","-0.6390193","0.019673089","-0.25981614","-0.95662904","-0.6045173","-0.903564","0.7885144","-0.57137716","-0.79646516","0.016970396","-0.01328172","-0.68389875","-0.8265201","-0.4543786","-0.7390707","-0.4747989","-0.08302138"
"258","riprup","-0.7558947","-0.39562258","-0.43591437","-0.2726205","-0.04414176","0.087661296","0.17961946","-0.22543795","-0.7149903","-0.933917","-0.86129165","-0.2840353","-0.5714844","-0.85872096","-0.18807122","0.52565473","-1.0614275","-0.08031895"
"259","riprup","-0.7774258","-0.65766186","-0.4631974","2.7642393","-0.97572345","-1.002834","-1.2992065","1.4885399","2.6208105","-0.58504707","2.2606888","0.5833368","-0.7079114","-0.83021593","0.90386766","-0.4666902","0.43135956","-0.40328518"
"260","riprup","-0.88992596","-0.6476221","0.28223726","-0.3495244","-0.45318025","-0.9074617","-0.347279","-0.02451965","-0.8899528","-0.908406","-0.77211004","-0.43067482","-0.6416567","-0.88930804","-0.5357012","0.46808428","-0.45283338","-0.046257544"
"261","riprup","-1.1233858","-0.4693782","-2.0582035","-0.49647388","-1.8884192","-2.1621077","-1.4531078","-1.5680616","-1.567418","-1.0034381","-1.0225158","-0.4307061","-0.86675465","-0.81819636","-0.5606243","-0.69122887","-1.894064","-0.83136046"
"262","riprup","-0.90504575","4.0970545","0.3592513","0.30384594","-0.2690971","0.5046777","0.04882898","0.3097658","-0.14244655","-0.58355767","1.4475222","0.18188533","-0.63977325","-0.37140116","-0.00118356","-0.027917348","0.26282957","-0.25831768"
"263","riprup","-0.6660512","-0.7395037","0.1025764","-0.3683235","-1.0299432","-0.9074438","-1.0458933","1.4012786","-0.7674724","-0.8599064","0.023687137","-0.086151086","-0.66999066","-0.39041626","-0.48802564","-0.62348855","0.43217352","-0.32800725"
"264","riprup","-0.9816551","-0.4688266","-0.9345708","2.3544524","-0.63359743","-0.7616974","-0.7796752","-1.1007268","2.6826496","-0.92430484","3.8021264","0.85967076","-0.5655284","-0.96671003","1.0045447","1.2842991","-1.8228077","-0.20027316"
"265","riprup","-0.8961485","-0.6813369","-0.15523167","-0.22702129","-0.9432103","-0.50237775","-1.0088739","1.5095886","-0.5271843","-0.8051569","-0.5772088","0.36341998","-0.65797204","-0.9146013","-0.1835578","-0.49759552","0.5254076","-0.4107573"
"266","riprup","-0.61641526","-0.6740009","-0.101494916","-0.17950334","-0.9222746","-0.82751095","-0.922447","1.725509","-0.26736742","-0.6593004","0.27657416","-0.036540862","-0.6559925","-0.54747874","0.09437462","-0.36096832","0.35289803","-0.44028878"
"267","riprup","-0.93375003","-0.65950394","1.9135765","0.37345877","-1.037124","-1.1398098","-1.1355392","1.3427837","0.10918277","-0.8075531","0.27542934","0.05477789","-0.7318804","-0.6250648","1.0437137","-0.18622251","0.3559495","-0.49927965"
"268","riprup","-0.84681004","-0.5381656","0.7681289","-0.33416572","-0.89963114","-0.13653083","0.09047668","-0.30821684","-0.8689341","-0.90410805","-0.1617344","-0.2407658","-0.6744568","-0.8510044","-0.189777","0.5220569","0.11079264","-0.5022671"
"269","riprup","-0.60735697","-0.56559736","2.7614012","-0.23095416","-0.82147497","-0.616938","-0.9315116","1.8837129","-0.42374137","-0.7693878","-0.03522427","-0.15974718","-0.7076225","-0.80569637","-0.31375673","0.75926614","1.3555142","-0.5594033"
"270","riprup","-0.7795835","-0.70743686","0.7405544","-0.3790738","-0.8797985","-0.74462694","-0.8914778","1.6362474","-0.56063807","-0.8619147","-1.1601752","-0.28012532","-0.6870757","-0.8961765","-0.40828723","-0.3200554","0.9363299","-0.10920201"
"271","riprup","-0.862","-0.6492338","-0.21313044","-0.15168373","-1.1482086","-1.228704","-1.1720872","1.1266087","-0.49024218","-0.7121919","-0.5622415","-0.0543661","-0.7365203","-0.966119","-0.44561487","-0.34877664","-0.020784479","-0.61489445"
"272","riprup","-0.4428098","-0.6224042","1.139491","-0.35281792","-1.095513","-0.6820899","-1.2837462","2.1275978","-0.6612186","-0.75334954","-0.7971282","-0.11625926","-0.6433645","-0.94617957","-0.30494148","-0.07960896","0.8643186","-0.4948385"
"273","riprup","-0.8823659","-0.7263271","-0.70812607","-0.41841203","-0.5424804","-0.8608265","-0.7560294","0.13522333","-0.83616894","-0.9223616","-0.21973836","-0.38752022","-0.6765182","-0.66633356","-0.330483","-0.03380506","-0.56265163","-0.20806423"
